id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,regulatory_accuracy,practical_utility,completeness,clarity,risk_awareness,overall_score,strengths,weaknesses,total_tokens
Q110,rag,KR_AI_BASIC_ACT,basic,common,medium,G3,4.5,4.0,4.0,4.5,4.0,4.2,The response accurately outlines the documentation requirements and management processes for high-impact AI operators.,It lacks specific details on the retention period and does not explicitly mention the need for verification of documentation completeness by the AI Review Committee.,1455
Q111,rag,KR_AI_BASIC_ACT,intermediate,common,high,G4,5.0,4.5,4.0,4.5,4.0,4.4,The response accurately classifies the operators and outlines their obligations under the AI Basic Act.,"While the response is comprehensive, it could further emphasize the shared responsibility and contractual alignment aspects.",1381
Q112,rag,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately cites relevant articles of the Korean AI Basic Act and provides a clear recommendation for compliance.,The response could improve by explicitly mentioning the size criteria for the vendor's obligation to designate a domestic representative.,1108
Q113,rag,KR_AI_BASIC_ACT,advanced,lending,high,G4,5.0,4.5,4.0,4.5,5.0,4.5,The response accurately cites relevant articles of the Korean AI Basic Act and provides a clear analysis of the implications of classifying the AI system as High-Impact AI.,"While the response is comprehensive, it could further elaborate on the specific compliance requirements under Article 34 to enhance completeness.",1277
Q114,rag,KR_AI_BASIC_ACT,advanced,lending,medium,G4,4.5,4.0,4.0,4.5,4.0,4.2,The response accurately cites Article 34(3) and provides a clear understanding of the equivalence clause.,It could further elaborate on the substantive equivalence requirement and the potential need for supplemental measures.,1249
Q115,rag,KR_AI_BASIC_ACT,intermediate,insurance,high,G4,5.0,5.0,4.0,5.0,5.0,4.8,The response accurately cites relevant regulatory provisions and provides practical recommendations for compliance.,"While comprehensive, it could further elaborate on the implications of potential non-compliance with Article 34.",1337
Q116,rag,KR_AI_BASIC_ACT,intermediate,insurance,high,G2,5.0,5.0,4.0,5.0,5.0,4.8,The response accurately reflects the regulatory requirements and provides practical steps for compliance.,"While comprehensive, it could further emphasize the importance of ongoing monitoring and evaluation of AI systems post-deployment.",1478
Q117,rag,KR_AI_BASIC_ACT,intermediate,fraud_detection,medium,G3,4.0,4.5,4.0,4.5,4.5,4.3,The response accurately identifies key regulatory obligations and provides practical recommendations for compliance.,"The interpretation of High-Impact AI classification could be more nuanced, particularly regarding the specific categories listed in the Act.",1345
Q118,rag,KR_AI_BASIC_ACT,basic,investment,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively outlines the role and responsibilities of the National AI Strategy Committee in shaping financial AI governance.,"While the response is comprehensive, it could benefit from more specific examples of compliance measures and their implications for financial institutions.",1400
Q119,rag,KR_AI_BASIC_ACT,intermediate,lending,high,G4,5.0,4.5,4.0,4.5,4.5,4.5,The response accurately reflects the provisions of the Korean AI Basic Act and provides practical recommendations for financial institutions.,"While the response is comprehensive, it could further elaborate on the specific benefits of certification for private banks beyond general trust and credibility.",1255
Q120,rag,KR_AI_BASIC_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.0,4.2,The response effectively outlines how the AI Safety Institute's work can enhance compliance and ethical standards for financial institutions.,"While the response covers many relevant aspects, it could benefit from more explicit references to the specific roles and responsibilities outlined in Article 12.",1354
Q121,rag,KR_AI_BASIC_ACT,basic,lending,high,G3,5.0,4.5,4.0,4.5,4.5,4.5,"The response accurately cites and interprets the relevant regulatory provisions, providing a solid foundation for compliance.","While the response is comprehensive, it could further elaborate on the specific mechanisms for ensuring compliance and the nuances of individual circumstances in explanations.",1338
Q122,rag,KR_AI_BASIC_ACT,intermediate,common,low,G4,3.5,4.0,3.0,4.5,3.5,3.5,The response provides a clear structure and outlines the benefits of the AI Review Committee effectively.,"It inaccurately conflates the AI Review Committee with the Private Autonomous AI Ethics Committee, missing the distinct roles and functions outlined in the ground truth.",1336
Q123,rag,KR_AI_BASIC_ACT,intermediate,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,"The response accurately outlines the enforcement powers and penalties under the Korean AI Basic Act, providing a solid foundation for compliance understanding.",It lacks specific details on the regulatory investigation powers and does not fully address the proactive engagement aspect emphasized in the ground truth.,1325
Q124,rag,KR_AI_BASIC_ACT,advanced,lending,high,G4,5.0,5.0,4.5,5.0,5.0,4.8,The response accurately cites relevant articles and provides a structured approach to compliance.,"While comprehensive, it could further elaborate on specific monitoring mechanisms for AI safety incidents.",1684
Q125,rag,KR_AI_BASIC_ACT,advanced,common,high,G2,4.0,4.5,4.0,4.5,4.5,4.3,The response effectively outlines key obligations under the AI Basic Act and provides actionable steps for the bank.,"Some regulatory citations are slightly misaligned, particularly in the numbering of articles, which could lead to confusion.",1317
Q126,rag,KR_AI_BASIC_ACT,basic,common,low,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively incorporates relevant articles from the AI Basic Act and outlines actionable steps for compliance.,"While the response is comprehensive, it could further emphasize the specific alignment with the three ethics principles outlined in Article 27.",1384
Q127,rag,KR_AI_BASIC_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,"The response effectively outlines the implications of the AI Basic Plan for financial institutions, referencing relevant articles and compliance requirements.","While the response is comprehensive, it could benefit from more explicit connections to the specific governance requirements outlined in the ground truth.",1442
Q128,rag,KR_AI_BASIC_ACT,intermediate,common,medium,G2,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately reflects key regulatory requirements and emphasizes the importance of human oversight.,It could provide more specific examples of how to implement the recommendations in practice.,1394
Q129,rag,KR_AI_BASIC_ACT,intermediate,compliance,high,G4,2.0,4.0,3.0,4.0,5.0,3.6,The response effectively identifies the need for human oversight and highlights the risks associated with biometric data.,"The classification of the AI system as High-Impact AI under Article 2(4)(바) is incorrect, as it does not pertain to criminal investigation or arrest, and the response lacks a nuanced discussion of other relevant articles.",1270
Q130,rag,KR_AI_BASIC_ACT,basic,common,low,G4,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines actionable steps for the AI Review Committee while referencing relevant articles of the Korean AI Basic Act.,Some specific provisions of Article 14 could have been more explicitly detailed to enhance regulatory accuracy.,1396
Q131,rag,KR_AI_BASIC_ACT,basic,common,low,G4,5.0,4.5,4.0,4.5,3.5,4.3,The response accurately cites and interprets the relevant articles of the AI Basic Act.,"While the definitions are clear, the response could better address potential risks associated with AI systems and the need for human oversight.",1207
Q132,rag,KR_AI_BASIC_ACT,intermediate,investment,medium,G4,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately references the relevant articles of the Korean AI Basic Act and provides a thoughtful analysis of the potential classification of robo-advisory AI.,"The response lacks a detailed exploration of the severity of potential harm and customer vulnerability, which are critical for a comprehensive assessment.",1315
Q133,rag,KR_AI_BASIC_ACT,intermediate,common,high,G4,4.5,4.0,4.5,4.5,4.0,4.3,The response accurately identifies key obligations under the Korean AI Basic Act and provides a structured overview.,"While comprehensive, the response could benefit from more explicit connections to specific articles for clarity on compliance implications.",1520
Q134,rag,KR_AI_BASIC_ACT,advanced,common,high,G4,4.5,4.0,4.5,4.5,4.0,4.3,The response accurately reflects the advisory nature of the recommendation and provides a structured approach for the AI Review Committee's actions.,"While the response is comprehensive, it could further emphasize the potential consequences of not following the recommendation to enhance its practical utility.",1332
Q135,rag,KR_AI_BASIC_ACT,basic,common,low,G4,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively identifies key obligations and opportunities under the Korean AI Basic Act for financial institutions.,Some specific articles and provisions from the Act could have been referenced more comprehensively to enhance regulatory accuracy.,1303
Q136,rag,KR_AI_BASIC_ACT,intermediate,common,medium,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately identifies key obligations under the Korean AI Basic Act and emphasizes the importance of transparency.,"It lacks specific mention of hallucination risk management and escalation design, which are critical for high-impact AI applications.",1253
Q137,rag,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.5,4.0,4.5,4.5,4.0,4.3,The response effectively integrates regulatory references and outlines practical implementations for each principle.,"While the response is strong, it could benefit from more specific examples of how to measure compliance with the principles.",1433
